x,y,z
300,4095,5493
786,6184,7302
6764,1962,879
3443,4596,41
8008,6700,1947
165,6427,3796
5523,8792,7240
9065,6990,6369
8207,3497,8908
8396,4867,2993
823,6432,5335
3621,6520,1064
9842,4563,3089
5568,7865,5706
8057,634,5453
7391,6294,457
7669,8791,7267
6929,5277,429
6938,7185,5710
7170,1005,9833
1541,4107,6856
5033,612,3069
4723,2609,9099
38,9993,691
586,9210,1485
6119,8415,3984
6692,9026,1013
1561,9558,4827
6533,6722,6366
615,8383,299
1897,4419,2095
6149,1426,4029
4508,8896,9520
7262,1601,4445
141,1923,5145
3442,7678,7699
9240,8229,3240
187,6274,1092
5750,9965,1210
8264,4608,3264
3397,7634,6000
4541,7917,5573
7575,1987,6743
5781,2814,2428
6270,1632,9391
6409,5451,8120
3712,3623,8083
2848,4180,6057
302,7176,7767
7620,6718,9623
1494,4566,2983
9961,278,8268
3707,8099,4350
8989,8916,6059
1375,2685,3694
1205,301,5671
2767,9209,7445
6306,1876,3328
8009,5958,9627
2580,6843,5352
4228,6110,2403
6454,4005,2378
6157,8031,6227
7541,8500,9587
606,3051,706
1992,6775,7642
4342,9037,95
811,4938,6175
8192,775,4459
347,8625,7912
7515,9109,9323
2098,421,5170
8142,9960,6780
4949,5422,4193
7403,3859,3568
1006,4380,4072
3759,4440,43
7578,5360,5394
2313,9098,3205
6268,9290,1394
8653,8762,8581
8634,1342,2438
4574,734,1701
910,5867,2084
2618,6475,8449
1795,216,5070
7461,9130,1004
5022,6541,418
1899,4661,1668
4528,4381,1099
7163,522,9308
6645,3002,8959
292,4423,4254
5199,4131,3389
4916,22,1682
655,6438,6823
7761,4866,9180
8184,7286,7879
6948,9179,9187
8611,47,7128
4776,5803,3040
9016,9833,4092
717,198,7273
7497,3705,2531
1653,9450,2537
3584,3822,8990
1065,6141,8012
549,5300,696
9032,1881,2533
3581,488,1683
37,8423,9984
8136,2971,4612
4950,4044,3808
3634,6315,7272
146,1779,6995
4432,9931,9866
9834,8505,82
5817,7354,7077
3204,440,9878
9538,4534,1790
8260,7499,9215
5851,1497,5829
7718,9535,3430
3318,5980,870
9396,1835,3322
7319,6848,3710
6663,4133,176
8288,852,9565
7986,5763,5642
2947,6335,5754
5647,7791,5772
2040,1802,9570
6050,7893,919
555,1187,8150
4860,6181,6563
6307,490,6597
6564,2580,4059
1184,4155,1806
6251,3613,4815
8372,2160,4266
4904,2635,9617
9195,6726,6944
1083,8796,3673
3229,9636,2917
7502,4680,4880
6902,2812,7567
9150,8007,1506
5289,5848,4888
1007,4232,4010
1216,3123,196
7001,8043,2409
4314,7850,8690
4944,8677,647
4167,5085,5188
6060,3968,6978
8702,4365,9395
2454,8872,4928
4785,426,9483
8337,4027,4753
1108,4985,883
6656,7491,9
3393,9850,3099
9306,1268,6054
3763,9939,5622
8039,3111,4351
8486,3546,8110
1226,3402,8077
9269,9562,9134
2281,3368,5272
2696,5631,6862
3208,810,2282
6522,4880,9292
1209,16,7612
9435,1242,8389
4121,3773,9190
1284,8977,5354
8655,7173,5959
4282,390,9108
9292,207,7948
3152,809,4364
3884,8999,8078
6539,2244,600
7637,2841,2939
3919,1741,332
1703,2742,5651
2865,4508,772
4597,4990,9224
6120,1300,7042
190,8863,226
9090,6996,4529
4151,3631,2686
447,2840,325
5116,1990,6584
1998,1305,725
1386,9302,7349
1235,1457,9219
6003,5171,5359
3035,9378,1079
1950,8314,8827
4501,1642,3631
9735,8564,9132
3197,6598,3046
3686,4615,844
1023,1830,7803
1481,3166,5464
2637,579,7963
7991,8204,4172
3876,9250,8520
8693,9522,6543
8790,4625,8211
799,2530,4493
697,7837,8391
9175,8554,6182
9064,6955,6202
2311,2481,8350
8060,1984,7293
5870,3741,7096
856,3095,161
9271,2929,9371
8656,127,3693
2660,5252,8645
8785,8989,7714
6882,5629,6482
6480,3027,411
275,6589,554
3904,2755,9423
5911,7449,6898
1914,8626,7081
9338,6980,4024
1202,407,1743
1878,4622,6158
3864,2204,6721
2923,7289,9912
7079,6208,9256
5903,7360,8023
1199,3351,5028
8200,4767,8163
8291,8290,8411
4581,9061,3554
964,7815,8162
5367,9172,3151
1406,1596,1640
1779,9163,927
8130,9933,6838
3259,75,3978
4788,28,8040
8266,6567,2257
1814,1775,8530
4939,1995,5735
8462,564,9635
2274,6765,8253
278,6460,1939
4601,9013,7151
5192,7668,6955
162,1511,7067
1512,2398,7280
6036,3161,7568
3220,6107,7369
2107,2900,694
5939,8601,2670
8700,7660,5358
3758,6280,3774
9077,5887,1315
7891,6677,4789
8325,7337,942
7595,357,2724
9629,4962,8405
6139,6769,6490
7062,2968,45
1957,9212,5725
4240,6730,6325
4086,8082,1816
2762,8538,4482
3251,6217,1880
3659,7148,5473
9390,7909,3076
2191,5605,9658
1880,1617,4392
2323,3431,3744
1211,5741,1185
1706,3347,3309
6835,3656,6040
6254,8196,1850
8981,3137,5751
544,7899,7712
1166,4057,1316
6825,7556,5463
4428,7687,8651
9933,3104,6939
9236,6367,4696
185,4592,7434
3754,4639,754
8368,8484,9737
4651,2118,289
4641,1957,3522
5265,9564,2157
3256,6444,9595
1810,5747,5148
5534,9541,6917
2228,2942,5936
470,8531,1736
9814,3380,5087
8451,2325,3830
3668,3209,6381
638,4863,9712
508,5960,1890
5300,9318,1930
3286,8891,3548
5397,6582,339
4917,1983,1109
1871,6763,1228
985,3769,4112
1669,5809,1017
6872,8369,4627
920,7957,1875
8430,9549,9502
4863,5275,2104
4941,4860,6368
5130,4444,8504
6614,8510,9039
5142,1713,2234
2003,996,3701
9809,2175,3411
4242,6311,722
956,3796,6538
4591,8129,8316
8923,5066,7142
3781,2380,4620
9716,621,8902
6720,2713,555
8001,4749,7515
7285,1386,4812
6205,9847,7564
7953,152,9583
1177,4349,9514
6968,9730,1808
9047,8843,531
2511,2230,3085
2438,9036,5571
184,5162,5595
1844,7367,2368
5797,9091,3659
9823,4200,7083
9916,1761,1090
8578,470,1308
7398,1535,2183
8958,9836,1694
5987,8586,1829
4035,9655,5468
7781,5462,9464
2156,9799,5898
3272,5440,5617
98,6470,9002
1661,6870,7795
4557,8288,9682
7073,4641,5708
1410,6242,131
4810,4971,9819
6283,3261,4655
2624,3516,1766
9502,8037,8090
9487,9482,3360
8164,2861,4861
7186,8388,4198
2555,6647,7896
5313,7447,6733
7224,7645,8246
3472,5530,7586
3673,1959,8267
9542,3139,8676
4948,8649,2780
3522,1507,284
9270,1793,1155
6012,3509,5808
2875,203,1182
7899,8429,3526
11,8086,2715
1515,2364,9614
5854,816,1028
8583,1675,9228
5815,7495,4752
8191,5740,3291
7904,3190,4714
9955,1662,1377
2491,2176,777
3424,1540,4414
2285,7829,7366
9792,4896,6496
3514,8406,9870
9453,314,9392
5048,4857,5778
5148,1686,164
8873,7403,1959
7970,7908,8757
6436,6363,10
3542,348,9065
9620,2884,9574
2934,2862,2303
5073,7318,6346
9365,7223,7839
3277,4033,6238
35,9088,2974
7421,8444,2951
7579,9316,8753
1361,3145,215
9898,9388,8492
939,5643,9324
316,5209,5948
7680,2813,9812
3269,4858,1368
8788,1083,3748
3156,1628,6976
8520,9794,8830
1802,607,835
5678,7999,8532
8470,2040,5262
933,6807,6726
4874,2214,9734
4072,761,168
2353,962,9037
7587,841,5613
9891,2898,1357
6795,6226,4269
1544,2708,6933
5981,516,1772
4293,3225,5427
4407,6431,1528
2681,8834,98
7550,2023,3420
949,9607,5652
1729,3963,8464
950,9355,5482
8615,3207,6535
4147,4713,9253
4410,4449,7682
9019,3440,6021
2542,6194,9572
214,8244,6697
2488,6073,7770
2611,4351,122
9741,7544,4842
3962,685,8721
9349,5606,4783
3095,4604,473
2422,8026,4314
3508,731,5865
9121,1241,501
3537,6497,729
4578,5536,5006
4767,8607,5498
9303,4650,4043
89,353,3145
5031,950,7956
3869,6246,2716
4873,862,6956
3796,3220,2958
8744,8746,3308
5316,1063,2087
3942,4806,2659
1111,6925,3239
7728,7418,8154
4683,6447,9759
9645,3060,4720
6295,6645,2549
93,3932,3383
4171,6685,4435
1307,5250,2410
8509,2115,5591
5244,1663,1087
7866,8464,9663
28,9166,3285
3736,6612,6640
8858,436,1180
890,9118,6741
2750,3170,1957
9526,7034,3536
828,998,2426
3266,4940,6808
2920,1052,7794
3464,1610,1385
1599,8972,1145
5690,7272,576
2760,4946,7994
5223,3485,6364
2124,1487,1060
4103,1500,5912
1595,7409,4626
7375,2934,6921
8048,4961,384
4881,5203,5574
6370,9828,4376
3628,9434,8751
4084,9325,7054
3627,9066,8275
3841,3067,8277
9420,1117,2601
4092,9741,4603
2314,4532,8397
2197,4969,9082
3351,968,9270
2645,6825,9859
1327,4241,7760
9981,6410,9421
8580,2465,3300
6039,3789,9607
5439,9552,2100
1234,7467,467
1089,8155,4139
7473,6277,528
3560,2424,615
7174,9144,2888
8109,8889,5439
8474,5865,5375
9562,2006,6984
8723,955,9832
1362,4192,748
9171,8184,3279
881,5165,4344
3784,226,8930
1026,7224,213
1868,8391,3422
2769,6923,3047
8225,7770,863
6001,8811,231
662,3343,5796
4309,6343,1390
1593,6786,961
7122,605,5205
3210,7073,6020
4612,4686,9242
7276,2032,9357
5486,2855,9462
2168,9184,8228
5653,1619,1061
6223,2143,4604
3941,3552,8854
7594,8857,3689
2251,1914,745
135,1566,8650
3572,5468,4213
3191,9386,8480
8807,2466,815
1983,8101,6962
4051,6409,3505
5029,219,4526
7478,3762,1779
4642,2765,845
3004,6648,3478
9458,468,8666
6768,651,3259
9554,5041,3718
1864,3564,4854
7974,5845,2661
6849,4572,4828
2908,752,1758
8726,2768,8686
6323,5334,5592
1648,2535,7662
4630,8045,7379
201,6157,5218
9884,1425,1687
1169,3960,8360
7137,5110,6698
4296,911,2944
916,8541,9829
207,9489,1407
370,8909,8910
942,6774,7998
611,8145,3487
7269,9860,3176
4382,9856,7846
6750,4355,9594
408,1037,7419
8510,2857,8130
7135,1725,2910
4453,1394,721
4344,5312,3785
5900,3205,3260
9005,2944,5760
6042,401,3789
2968,8106,7551
9899,6472,8847
9828,6599,9753
8237,5240,5698
1052,5206,7158
8549,8899,8584
5872,7105,9537
4450,6932,5076
7234,9468,4907
7786,567,9412
6981,8207,2646
3271,1154,9140
3182,797,9304
4530,6312,6847
5922,5418,130
3404,8587,2230
4466,9744,4050
4655,1081,1874
7039,4644,9518
4355,4183,1413
1615,2435,1661
5687,1947,2433
6147,9547,8439
343,1249,3181
1480,1038,3463
5888,92,9982
1857,4056,6480
5855,2970,2679
5683,8334,3267
6881,292,8640
8454,8742,7871
5790,66,9378
9568,3703,8346
6599,4161,9736
2644,4330,348
323,4117,5376
2732,1581,2189
9470,4636,4745
7763,4329,244
1978,6623,5589
3674,894,6693
8027,3257,9365
7309,1933,3609
9445,7671,4207
7509,6933,3838
4321,5221,9342
7132,3366,3945
6765,3710,6108
1542,616,7946
9350,5781,4816
4255,5460,2895
1828,3408,5980
1821,4944,8605
325,4413,8898
2342,5344,1602
420,3865,1172
1497,8642,5838
6868,4372,1944
6767,4191,6251
3540,782,5775
6489,6002,7516
2984,6354,677
9752,829,7969
2243,695,8592
3936,1280,9159
3353,1384,9432
3597,6421,6092
5829,6037,232
1440,745,5518
5365,5364,6583
1171,4121,6073
468,8399,8181
2786,6285,9535
7733,2320,9319
2318,6218,4872
6492,1307,6679
9164,6691,193
1047,2077,126
8038,1351,733
1309,9751,7811
6385,590,5956
1433,6035,945
3605,70,8157
8825,350,9673
1887,976,54
9695,2733,2191
6051,4886,6660
8904,2997,9361
9045,4771,6152
1718,2500,6799
6970,3805,6935
9709,9165,8711
5800,8398,4076
6782,779,7935
7112,57,8142
3131,7714,7929
7628,6036,7093
6109,7213,9958
9457,6083,7548
9170,9202,1581
1784,7369,3443
4235,9697,9441
3681,8888,2676
7833,3324,7749
8872,5107,3534
4356,1982,2695
4823,2520,4398
951,6437,9890
4808,9759,5488
5407,6841,7215
1733,624,8080
1780,1004,889
1664,8652,9052
6401,8166,2224
3527,5770,2024
404,2829,3909
5994,5876,2872
6470,760,2285
7980,7979,1384
8917,1530,2175
1072,1368,2949
8376,9411,6686
7998,9715,4886
6428,8536,5529
6714,8134,3126
3009,7479,1038
5324,3029,5949
6341,180,9746
4343,3930,7644
9201,6492,2345
8697,5225,1555
2903,8241,3134
6340,6845,8533
7477,8823,2170
9284,3309,4309
9668,9613,9748
6176,4837,2178
6544,4324,6897
132,9255,8185
7704,5723,6818
4721,7240,7102
7104,9322,1773
8175,3092,1962
5456,3740,8307
9266,1048,7632
2223,4307,1597
3947,1429,1903
6419,4480,2199
2829,4190,3604
4219,2542,1261
8110,5540,3005
4613,3463,3637
4708,5411,188
9650,2174,1488
5074,4289,7147
6360,4134,5180
1489,3774,4564
2606,9557,623
5702,1092,8778
3188,1095,2341
340,7527,598
6287,9269,6948
959,3336,4045
1383,3549,9457
2661,5267,2677
6925,7443,4947
2951,9303,1626
2291,4339,9008
6528,1482,228
8265,7396,2799
6753,3515,616
9906,1146,3095
4089,754,8199
1190,9782,2179
4222,4045,2237
6945,1616,8324
4322,77,8795
1994,9611,2979
3642,1153,6383
4473,2163,8695
5119,4943,1552
8681,6386,9835
7535,3154,2822
3345,5404,4080
9404,9883,1564
410,2954,5678
3054,4336,5832
3604,1996,776
8087,3173,6712
3067,886,5324
7099,8170,1973
9014,7807,9349
5448,5711,6460
217,4315,5945
176,8016,1277
4899,2456,8832
2424,6958,7676
5420,6300,7530
5666,9848,4578
2484,613,4777
639,6606,4287
4008,8452,3654
3241,7214,2873
6570,1965,2519
9425,7919,4457
3549,606,8034
303,5117,1633
6966,8061,1954
2329,7190,1005
4457,4214,7236
8805,6773,5523
8046,8709,7604
4102,1142,3996
5831,3316,3691
4727,5968,3661
2351,6275,3193
4534,3306,1312
2412,8268,6965
927,9517,1628
9331,2469,3158
4004,8443,2838
6568,272,5550
7570,4316,9529
6880,5812,7625
6856,729,5515
1237,9170,9672
7307,3381,740
7803,5269,8243
8969,2188,9939
125,2787,2298
972,903,3305
2263,2130,7035
9291,8371,287
4152,9082,3540
7188,1502,958
9517,6377,903
4141,7488,322
3733,7496,9168
7088,7640,4540
9028,7074,4763
9607,9500,8418
111,5889,4390
8575,4907,4320
4911,4685,9489
7641,3877,9891
2855,4752,9288
1624,2558,2602
8540,9786,8748
9257,8603,8878
3317,1934,5393
9207,1710,7813
633,1089,8887
9382,543,3885
1540,7293,6612
7428,4621,1891
1246,5325,7034
2288,3355,788
4992,7559,4628
5559,5040,2273
5096,5397,8339
2533,7975,9874
3910,3102,8560
4243,8850,2406
1238,2763,9961
6204,9138,8868
7987,8470,8846
7623,2313,5395
7971,1637,6519
9216,3587,7018
2322,3037,4137
9651,769,354
5563,94,8076
8673,1087,7257
6561,6381,4509
1644,4113,5767
8579,9764,9222
6740,2345,823
4579,5996,121
4966,5379,7043
4131,313,9155
1163,4760,1274
3747,2206,865
5352,7866,5189
2345,7391,5793
9126,568,3787
3470,708,6471
3760,255,8897
4997,8631,6164
4236,756,7343
7448,388,5310
8245,8110,739
3691,8353,6958
7341,1218,2010
5075,2107,6804
2065,7208,4923
3507,9565,4041
7090,5262,7979
96,9949,9042
7107,1627,4611
5141,6393,5059
6293,7741,2575
5655,1515,9366
6308,5676,6320
6842,6320,9183
9247,7517,1627
6677,3199,1086
7814,3233,9957
4149,4022,245
9914,5039,5768
2724,7732,608
2362,941,9401
4562,9398,7853
6502,7020,44
1419,6957,444
9224,5644,2059
1843,9685,5252
6094,9725,2142
7318,4013,6220
9084,3248,9047
8738,4881,4697
7861,9211,4524
2035,171,8627
2224,1353,1594
505,1717,2757
7923,6170,4651
1155,7474,5880
3163,8962,186
5677,6657,6095
5328,2030,1544
5942,8378,6725
9782,4735,9213
2346,5537,8646
5364,4543,1900
1863,5970,6035
7804,8784,1888
6836,4432,7453
5457,4705,2446
9853,3690,4497
791,9652,6550
6124,6137,358
8090,5343,7869
7699,9826,13
4511,4451,1515
4129,7210,543
520,4679,3384
3033,4071,3102
6657,3451,1062
2138,4459,8435
6559,6513,6091
7380,5829,2530
7494,603,9128
8121,8345,2683
4852,9473,2405
7026,3760,2323
9376,225,7338
2588,1772,3221
8134,951,9212
2691,2512,8071
3916,3017,7833
9876,1522,8920
1529,8929,1233
128,232,5284
2991,9359,868
7655,7776,8022
3492,4676,7837
6086,2896,3429
8211,6699,4268
1003,1552,934
8665,5539,8344
1,6005,2364
262,1958,8422
3551,4294,3678
3494,3267,1550
1574,3836,7414
1597,4707,4004
4977,427,3989
9643,7560,3250
4770,7574,9204
3209,4179,8801
8140,3364,5840
2177,9984,8363
6416,4473,7941
3677,5880,7171
9484,4597,8527
3895,9496,3215
4646,8518,4822
5478,4442,9588
4420,302,2898
8477,2294,2734
9679,1869,7370
7233,4584,3225
4587,5175,2989
9971,1587,8892
5321,1170,770
1501,3793,9857
2651,4422,2973
2451,9465,4253
6592,3847,4890
9758,3168,6622
2621,3924,2830
3398,6918,2827
142,2427,308
1352,5637,8693
2586,5018,6887
7723,8628,9040
5604,2164,515
5447,6188,4535
6916,8974,8289
9085,6328,3319
1963,7925,3967
5890,8236,1187
825,7570,5239
876,2162,407
9714,3130,2067
9734,1764,8768
7266,9571,3553
9272,5560,3715
423,1093,6456
8812,3071,7216
1744,8482,7621
7942,305,1405
6954,8453,7337
9924,5580,8095
2373,7558,8443
5154,7195,5287
1418,868,5971
2827,2704,459
5430,5592,195
5231,9513,1979
5545,3065,9900
660,1152,5045
2930,8761,7176
8864,6130,6564
1622,980,1832
8961,2923,7745
4386,3255,9367
8948,5665,4793
5190,9657,1934
6958,1720,5509
4043,1550,6765
4196,6892,730
9923,7244,3173
8617,169,2960
1676,6514,7506
9480,3406,8616
2470,6351,1284
3751,2662,7416
7045,1850,208
5758,1647,7413
7313,6898,417
7291,8886,483
8980,9031,7603
944,6819,980
1053,8846,7304
8334,8408,1981
8363,834,7202
62,5024,9214
1134,4750,5012
3875,7620,1130
8816,8433,3458
3806,6505,8315
7259,6711,1167
2261,3260,4680
2831,8641,9521
5117,8659,5441
76,5361,5187
7067,4264,9840
3722,1852,8589
6101,8597,3022
6317,2029,3764
1347,3612,9394
4125,7806,4739
7094,1665,7187
3530,218,5665
6670,2712,3879
5873,3601,2495
9198,2980,5782
6552,8560,8478
2679,4677,6987
8800,9218,4194
5416,6339,102
3008,1864,6930
1496,3066,1066
2620,8458,4454
2192,2091,9048
7634,6347,3414
5442,7709,8205
6011,2854,2214
5780,9797,8123
4030,7065,1448
756,6982,3664
5123,9851,7740
2173,9637,6074
4608,8694,2101
5351,6556,1051
7771,268,2738
6926,1960,9321
3698,6496,3826
6513,7067,8960
2171,2075,3059
8572,9455,9917
2749,1172,3169
8444,8008,9986
6724,2260,7733
4340,8904,2730
2545,5131,8947
6569,5331,466
5047,6852,2552
7940,5478,1775
9890,7774,7534
5564,1909,2554
7199,1788,4596
3498,6113,504
5723,9010,1513
5144,5291,2030
575,5285,8958
1970,8611,921
6716,7579,9879
8246,3153,2424
4739,947,3273
1808,4871,4168
268,7565,7480
8624,2069,214
3120,5298,4774
901,1252,5236
5775,80,7315
593,6155,5938
1627,4196,8276
5272,387,1169
5205,2371,4484
6332,2477,2355
9417,1281,383
521,811,711
6146,7911,7352
1106,6625,3018
7607,25,735
9106,5214,5315
2655,6085,472
3773,378,7584
7767,8435,1366
2162,8681,8845
8248,432,8035
624,1448,7281
5825,422,9681
304,4727,4764
3289,274,9888
810,6586,9461
8709,3361,1111
5816,7573,5639
2594,6717,5825
600,8195,451
833,939,4507
8667,3001,92
7140,1814,5656
3651,6611,2160
2590,9772,2626
2927,5773,9591
8,3112,6006
4929,7532,9001
859,5926,4206
7417,9470,3829
5281,176,8286
2556,6664,4662
2404,5967,548
71,177,4229
5945,8963,8553
8441,7665,651
4915,9832,7298
3529,6025,1361
2720,4042,3529
5532,4607,5696
2416,9156,7009
9439,4658,11
8848,741,3955
9582,2832,8729
7101,1113,564
8837,3807,7681
8287,6195,915
3671,6153,8946
5875,3830,6628
1610,9916,1726
1560,7007,2412
1380,2385,9026
2548,7508,8402
9134,2451,2926
7009,3335,4671
4408,8489,6086
1775,1902,5197
9817,8614,4026
8853,9360,7430
3633,9742,5748
4415,5072,6420
6527,2538,4263
8315,9192,809
635,1724,3968
5590,3268,9764
9850,1888,3614
5012,2716,9544
4882,4487,621
7806,9001,5680
5571,1444,9738
186,8785,9527
3023,110,8420
1928,4382,3688
7548,1892,6250
1883,43,6689
1450,1324,9547
5798,5514,7553
8202,9787,6186
7717,8001,5685
8323,9638,9328
8775,4924,9631
6786,9811,6497
8231,8113,8201
4113,2650,249
9656,9953,7647
2420,6395,9149
5479,9310,8814
2512,1067,5657
3015,1629,4533
8898,2871,2056
9836,3561,6265
8397,2647,5462
4743,856,8256
7850,7629,4758
5206,585,4426
1442,3999,2233
5413,2297,3948
2639,9699,420
9773,3285,637
8555,3423,3327
8326,3075,9380
9397,3103,4846
8362,1964,7901
5251,7168,1395
1901,2974,8677
7749,3854,5007
5805,9456,793
1294,7535,9415
7503,5655,5388
1969,5421,7310
8162,6915,2363
6655,3800,1865
5135,2165,6530
6369,3127,6614
808,9248,5245
5519,6840,4991
6047,416,3584
78,1219,836
8029,1816,6819
9056,8913,7496
7802,5149,4652
7621,7540,5803
3563,1240,9679
9581,1739,4154
1413,2483,148
6207,2443,8652
2953,1168,9648
3595,4668,311
3506,6031,5071
5166,9431,6764
4626,6913,2267
987,3535,5999
5218,9947,8487
831,5064,3109
6760,2961,8535
3570,2926,238
3829,1922,9925
9174,135,7123
5503,9055,5194
7390,8706,6524
4985,934,2473
658,6584,185
171,8578,7545
6040,3237,9590
3370,5050,5233
7591,4354,4830
7125,3073,7571
2886,7809,461
3776,7987,1375
448,9509,6615
4524,789,9642
4991,2548,6606
8475,3263,8189
3044,4178,8925
6861,2367,4845
8674,7187,5604
1363,7127,4421
9033,5969,3249
4310,9609,2991
1840,699,206
8915,8116,295
6379,3704,5433
1206,5268,4142
4702,8734,1529
8716,3883,866
6632,3081,1376
5616,2575,4937
4404,3421,5347
4326,1899,2848
417,2703,1218
5019,9343,1526
2119,5387,7757
6943,4328,4057
1623,9458,6954
5257,3952,7213
8765,7276,1184
500,2891,6789
2581,1079,609
3643,799,9020
2819,325,5304
8913,9825,5244
8293,1128,8758
3927,4401,8945
3667,1348,4993
9486,5853,540
9352,5136,3923
4268,1091,7311
8463,1755,5667
4390,5458,5873
6329,9259,5850
2356,1049,1698
4071,574,9885
8271,9128,5977
533,308,6509
6198,6956,6493
4500,3474,8274
3772,9235,8381
7485,7519,5013
3513,6038,2723
9482,7955,604
2615,3329,9524
1785,2508,413
5995,6069,2741
8720,8206,5766
32,6056,6946
3,1766,7354
9293,2802,2925
5494,1746,7103
5383,4233,7115
5079,2912,3527
9968,7136,1152
6373,961,6077
1046,8328,6046
9490,9627,2632
9642,960,6551
9593,2632,3578
5399,1432,9205
9958,5134,8722
1455,2126,7544
269,2491,1007
4853,6827,336
3741,9824,3166
8661,5484,5412
3582,9152,2425
121,2697,9865
1001,759,897
6885,8285,8009
992,4072,3946
5617,5702,7673
1738,5068,1913
1601,3295,5801
1066,5844,6069
5528,2754,1023
2230,8432,8673
846,3445,8568
5145,1770,8564
4362,2545,3629
1297,8657,629
3483,4993,4644
1824,7501,1760
3680,454,31
9450,5429,4687
6163,4103,5371
346,4177,8989
1836,8890,6629
3954,8894,5821
3419,4845,4367
2132,7356,5879
3457,8471,9820
9509,822,312
3878,7696,687
6581,5016,6262
7070,4125,9492
8122,1269,2013
7054,7814,672
7117,2728,9379
5730,9264,8803
4445,5224,5707
6068,1648,9310
3215,6940,2816
2846,8526,2614
3975,4037,7722
2058,414,1804
6820,7969,7804
7524,4781,7874
7058,7954,5601
1484,3377,5240
7617,4137,1987
1655,2315,2610
2237,1672,1100
308,1986,7720
1063,2996,5559
1152,9289,6333
396,7018,6208
9987,3638,9615
8832,3640,9229
8188,4225,7326
2990,5142,8554
5204,4756,7867
6334,8127,8305
6127,7374,4221
609,9952,7112
8547,4450,4466
7356,4153,8537
5618,3979,7425
2537,6391,7497
3618,1208,7094
1388,2470,5501
6779,8585,2955
392,9773,5052
666,9299,3255
2636,513,4784
5631,6487,7798
3974,5157,6276
5955,860,9074
8791,5079,7717
6114,9242,3647
329,2042,4267
6732,7733,7069
6294,2031,6149
8567,8136,2048
793,6749,3594
4217,4255,3872
2233,4812,5738
8909,8714,5997
3650,9208,3496
1031,5097,1997
1293,1905,5702
7931,3695,1831
8998,4748,7125
1408,2775,4492
1683,7602,2150
6647,3950,857
4856,4277,8848
3589,6662,6223
6247,8831,4153
5791,1634,7907
9999,1460,534
1137,2301,4682
6220,5841,6344
7347,3062,3772
4091,9929,5084
550,6659,1729
2336,9891,7870
5159,6795,5904
3844,7135,998
1631,8360,6892
6048,9667,1585
8838,1856,4245
656,9978,4475
6014,3946,4438
4094,8164,5135
8748,5850,3235
9012,4836,1196
4246,6894,8176
3575,115,6798
8597,1318,1466
3358,3686,3775
7328,4852,8544
5896,3439,6313
8733,3496,805
6588,1867,3130
5920,9885,3651
8443,3246,7188
3992,342,7559
5839,4840,3616
8806,6042,830
5823,5501,1192
3697,9226,1020
8411,2045,5731
7775,132,2420
1025,8021,9848
2254,4561,3115
330,1549,1933
4506,4256,2165
7776,1228,5522
4847,1781,8410
4870,9698,4868
4075,1612,1756
7527,9800,5415
5663,6471,1714
6989,118,290
4258,5717,1820
9009,5810,1711
885,1804,8279
33,9631,8413
5796,6088,8866
8182,2565,1151
6327,9160,436
9165,2846,1601
9619,4098,9555
2946,5854,4102
2467,7932,8072
8569,3185,2837
7762,277,2259
9691,5047,4288
5792,2286,9157
8694,6187,737
7939,8859,4897
5450,738,7851
2756,1721,3105
3238,5612,8819
650,7666,8312
729,5479,5927
3503,8774,8614
984,5116,1822
6331,3915,1279
4961,3530,3842
2906,8120,8993
3000,8203,8169
6756,2769,3708
1697,3411,9076
9475,2872,4635
4947,3593,3148
2779,857,3473
5804,5768,296
2576,3673,4819
9633,6173,6770
1298,449,816
7613,724,2238
8289,6651,9889
2401,5762,1393
5487,9997,7336
363,6115,4667
852,5286,1542
6878,178,3392
867,1127,7750
5359,9694,4327
2891,4426,2548
780,3977,2987
5311,8773,2258
5480,9429,5204
3002,9820,4302
2054,2441,1209
349,246,6656
480,89,9731
3523,6136,8368
8865,4634,6981
1948,433,2374
3695,4505,275
124,7626,8719
9495,6027,7162
727,2794,8314
3383,4474,665
9759,8038,2739
245,2342,6910
6877,2738,8991
5169,838,8103
437,5020,7562
3019,2058,8280
3258,3743,1886
8871,8778,5485
9541,7514,6169
4742,1180,605
6183,4142,7314
506,297,888
4449,3664,9094
9715,7848,684
6809,1311,2590
6612,4580,5214
8526,3337,396
7999,7345,3368
1932,2849,8450
5799,6089,9110
7770,1948,2671
9992,1524,5360
2447,6094,380
211,8789,7882
7243,5891,9842
9337,4762,2701
2772,8727,1858
1399,4594,8983
6586,859,456
5574,2171,2168
5124,571,6878
5958,7644,6207
6434,9633,3470
3085,1477,7458
4835,5672,3058
9248,1767,7382
2460,4738,1774
6699,220,4244
3866,3265,3310
2485,6366,4599
434,4024,4032
7789,2348,4001
57,7050,6544
5489,4404,5260
6950,8775,6444
9448,957,8403
7936,8132,6380
1492,7248,779
9413,3929,6033
8631,8914,9075
5583,2753,141
3678,881,9331
6674,1367,4722
9907,9394,8704
6903,6873,6007
9325,7202,2919
397,4813,2791
6514,9175,5908
2890,5154,3519
714,6670,3462
3298,6022,1573
8588,4445,9785
8550,7852,4257
844,7242,7089
9178,3784,6499
7292,7029,3550
6633,5198,2774
7868,5465,9830
6864,3523,628
1707,9199,9400
335,5584,5447
1925,2189,8247
1469,1546,5075
9318,4560,9552
1371,6526,3663
8007,8449,907
