x,y,z
72514,61104,4495
80918,3022,94179
36242,78703,1518
98685,78123,15127
12673,50987,31985
88890,65088,8523
97861,48153,585
42289,24032,88407
39872,36486,23309
31667,42088,46335
12669,45713,73029
43640,62476,22922
52634,93695,17272
26409,76474,41598
21421,19128,85394
54523,56141,87310
7260,96086,51626
66274,7026,13531
9339,94364,97361
66899,99957,71007
33226,56990,34050
82532,56694,10690
75856,4450,40813
10274,56020,58846
12068,224,72446
87820,82741,9862
1239,68206,32961
6858,63019,64763
5880,574,48313
85666,96859,95330
57041,48784,51706
31101,37032,89019
53500,45221,99997
83165,43353,26513
87172,6688,85726
42633,92986,79264
93974,61660,82341
31586,16042,16198
53832,76993,47304
44422,11858,45872
45382,41485,34956
98690,36781,60459
95136,5890,17287
51797,6147,43667
60730,47312,15369
81222,85911,73950
37192,21168,38946
105,44657,11250
52212,12242,66456
91099,23105,69268
68718,43732,71308
43380,51022,94250
53989,33645,12079
66100,2904,31323
15457,47297,72654
79933,31551,23803
33884,25115,57966
53433,19652,31665
49056,45711,21811
11538,86783,48198
23896,67887,16873
24137,53197,1935
63009,93545,51476
28571,56936,89279
28306,27033,88339
44254,13865,27780
81433,96134,99149
19974,27672,77896
39814,59280,21518
95656,52826,340
66084,28413,73216
84498,4246,97339
1753,57741,74064
96580,95676,58841
65053,46328,20860
91799,24851,17092
28953,72479,52333
31037,18601,80129
91394,24951,17175
72190,10005,73901
94283,67217,52974
41775,60527,90318
82625,15506,27801
94473,63011,53346
34553,75903,31589
19975,87934,16148
10730,50657,12660
50108,69672,33310
8412,15755,97687
13636,71123,23710
85258,73354,21990
38476,15620,33237
24688,99028,5311
66732,8506,55200
46202,34289,91160
54425,55112,47884
1825,41892,73673
91555,94240,59611
65220,74033,8365
92639,94891,39810
50855,39895,63736
97032,49074,21129
92223,75029,45676
89134,34960,13645
79461,6518,66611
12172,6022,10263
57471,2772,96905
54048,93892,94320
83380,15616,87678
91944,70719,12441
13160,73124,1671
90585,11339,49190
43309,22332,30765
68912,80502,43703
58222,30720,51931
72414,47818,59891
14459,47262,84152
46874,74618,38308
95650,83772,56694
90366,2867,9744
2925,39512,98806
13815,81096,63470
60227,32573,50452
52371,3144,26882
15526,82260,27409
5092,29903,10074
89166,87907,30461
21334,285,99222
18880,11015,7370
84843,90172,2210
32094,99671,48721
85024,41807,15486
38098,81264,15626
87078,6247,14955
4932,4213,46006
94541,68738,63226
70716,42864,89251
3229,10636,71367
4471,31673,47639
56684,14298,16028
72259,50525,95657
96212,64897,63134
74993,41536,93645
8235,37318,14199
63393,55485,36010
59963,79102,48459
51984,12298,19270
53631,20743,57897
54489,24940,51940
83061,46740,5855
72136,21895,86541
47446,6897,99683
31915,95771,56945
67602,31800,64685
80488,59678,68910
6843,43370,80966
16854,50735,56528
69018,7696,94055
56949,40241,81291
71661,57260,47374
4374,80136,49947
29806,16847,97098
99305,2353,45134
35528,78273,88291
24665,33152,23479
86043,69888,20740
49107,14232,49919
17821,30503,83619
17574,63257,41804
74861,9387,90783
7287,70362,48667
18441,23019,84549
98382,32806,34012
87849,59172,38565
78563,33541,70065
2095,21758,8581
92487,22755,10947
16299,69302,66782
98644,86002,55469
13100,67195,12162
97541,92574,61074
5792,39455,68201
1473,27150,64945
81820,32423,62907
426,48910,17187
11084,96733,51549
16729,90936,36634
95889,743,66199
46963,44837,31044
95006,87654,40571
49351,62233,26791
76055,34847,16681
47047,51672,74757
96097,65370,87656
42892,73075,31606
47667,50647,82995
43163,672,52033
73335,55170,5228
79018,54000,33499
292,88959,41861
33894,58534,60506
16929,72835,88989
65746,63477,46812
57919,32540,43974
27960,10420,137
92107,89353,48904
19177,6385,31818
45360,3667,6168
11488,33516,61488
85352,27979,79114
10500,80541,24817
22249,49299,77325
31064,6103,77269
77345,95807,55386
3612,72512,99621
21543,85308,2701
21108,37963,89197
98543,67547,35743
62012,51491,70766
12123,99241,25509
49978,57428,27675
55000,9748,48964
32735,63378,66098
37003,25126,55612
31059,10060,15093
83084,45553,17391
78245,36967,703
46801,95959,21189
37836,3828,14673
70175,42423,85770
63743,68177,43383
88408,54348,79688
8353,10063,44805
22824,39467,18461
82807,81405,44087
79134,47932,40235
61590,2717,30530
53244,92279,10184
72189,4180,6351
602,21796,62551
60551,6255,11115
72910,37811,63957
96730,98710,38268
41249,97201,57287
94533,39284,83426
7033,59100,6727
89082,92716,11174
47959,43297,75406
4610,76469,15647
23338,86827,88549
71176,51429,14473
69256,58570,8564
61110,9964,5238
76524,90314,37891
16245,32889,1372
23976,4482,88010
41868,28770,16555
93513,55384,38479
7129,67311,58495
61872,39944,50138
86281,74669,74658
26434,15951,16007
71791,70083,12133
95378,17608,60935
45777,3736,57060
5391,85939,59895
28283,34442,64552
82045,78406,97842
55183,90391,9661
88749,44918,28240
60820,92903,51719
67301,72241,35385
64680,83926,57330
94699,22676,15565
65054,43260,80356
4064,82774,68967
72831,48739,97874
15451,78254,58362
95680,90680,88632
55215,11438,95747
11161,45768,40467
43648,98109,40596
99718,65138,64772
21321,51940,12427
20477,68952,46385
99328,56289,67549
68836,17820,97858
61022,9716,56080
7112,70258,35366
47812,89086,5702
56442,92576,75094
18319,1800,24147
67530,57060,28301
70947,6756,87925
80219,90361,33936
37908,21161,22906
14973,64435,79600
73839,31351,70321
16438,47078,5108
53935,51791,57058
38359,61211,90718
65040,27082,33430
37404,66981,89864
42796,42388,41254
31941,53434,35873
20112,57456,11529
42293,28265,51561
7645,49251,40385
76328,84424,78931
14089,28624,68502
15206,89768,41519
65072,25135,85564
30636,96708,99766
98295,57044,79437
92104,36777,23474
26305,14888,10310
69776,18562,12728
12906,81883,69679
31929,95152,65004
21678,88752,67825
5899,66770,74740
12970,80557,74158
33822,74441,24162
28806,47714,10909
58245,38089,29151
86078,95316,38102
72563,65615,4184
50623,38514,81435
14568,41082,25722
64079,97092,53984
14088,29515,16395
38329,40508,75093
24757,15347,526
12397,1750,63088
65405,51136,24724
79394,50086,24454
42804,65135,57284
34697,49875,74377
53644,94462,80738
89835,85839,91146
40819,20761,75003
59577,77070,44312
55615,34331,84332
38801,35095,77579
65514,97457,12669
56600,30086,3400
64906,84484,50873
44113,45884,28943
84830,4100,93918
99045,86812,59719
77152,88888,68239
69632,94544,16147
39699,81064,56859
18160,25492,77333
2990,71456,89913
81649,5973,52353
47961,77043,92652
12588,5060,28605
46427,34323,85375
78207,43893,54191
70242,20754,58875
47511,14915,77761
60203,56898,25282
70300,26850,14601
2220,87688,36906
10258,88131,16504
43123,37603,90909
98504,47486,52810
17852,7249,32408
2147,15891,76198
928,84434,13391
77003,95726,6174
27271,24283,10034
65596,45070,15808
64045,52740,75550
63314,3471,18723
61461,75961,35350
17380,52924,72167
86685,39131,46797
26418,66500,87553
78157,59052,4168
33572,32169,10651
5291,84112,66587
58831,64933,42684
89334,10806,76380
67159,84733,70656
81319,58769,35282
80971,2641,85649
73307,63476,2738
52193,30365,80192
86345,93746,86123
84684,10435,42061
18413,5244,16789
37346,14004,73809
37570,40028,17507
93043,5195,67207
99008,78843,69252
95730,78032,83746
48877,37188,15513
75951,19147,77799
99510,69992,39546
22687,72894,81047
84192,39534,52612
8868,23697,29636
44441,13475,58880
16112,86668,42719
97732,10053,64048
60435,29632,68726
86829,84592,34653
85120,50744,97829
83881,65122,79780
79968,56156,26786
32986,53799,39348
74590,88892,31792
65003,82782,22902
53882,31892,32124
31035,20309,71352
66473,82537,46144
87004,72330,2610
4084,22483,59940
34300,15210,64344
61411,22898,15752
26541,62091,24046
12751,65157,1433
29616,26254,78290
6424,10103,61234
65304,71566,90414
63433,36047,25300
26219,56219,40713
32292,6276,25084
12713,97798,69691
53386,5067,13665
14639,56968,64995
52152,5130,892
14087,20550,85568
7938,49794,72600
47341,75795,18651
69353,32034,87712
10375,64009,35490
75003,42480,74351
73087,92001,75893
55807,83638,94808
82826,12903,8483
61548,18524,66537
22265,86535,35142
83280,26127,45417
20963,28810,64174
66755,44615,83575
46118,77184,33276
37823,63373,10741
28183,64346,83538
55317,67129,96074
70413,61364,53294
45149,63190,59227
40630,1411,69089
61864,14640,76135
91884,93151,77014
10769,13799,29769
31416,79818,73821
27338,7530,41843
20646,67815,83101
93156,36512,81834
76016,14958,61226
4447,72459,31883
13894,6970,23419
93797,17,77391
10836,52807,26201
62327,75993,48272
61815,13105,42360
86582,4308,14627
99460,65888,26998
89195,58046,2148
84188,7915,51907
80054,54696,80485
78659,23657,55233
79064,73513,90665
93560,20609,80015
38116,95302,54531
41813,40425,7303
1207,64514,82771
8456,94032,61368
145,42448,34646
54340,58069,24779
66987,14012,40539
2013,62711,86222
43979,8579,47781
78461,74321,86973
61370,27704,19359
76688,20932,23773
69652,52795,93973
74088,35825,72824
23277,57205,17409
20443,39707,68292
93404,31178,56118
84383,91440,77662
32805,28363,57661
88428,53365,87817
61743,90977,33158
16707,80465,44825
6373,62378,97043
85830,47544,87305
41050,13168,49151
55647,54656,36165
53414,42558,39166
42578,3513,7951
32362,62240,42927
59450,43244,93530
92905,60678,52025
23195,16182,53119
78472,80905,97317
45007,79384,38260
67418,78764,94013
13651,84391,78269
42410,20699,69139
6826,37366,57880
75737,48727,60743
47018,54433,8226
7326,38212,65182
59995,81958,41131
39876,42586,26989
92458,93778,95668
78430,21407,94719
55089,1662,98178
75633,57208,97852
61174,15575,86870
279,22761,32
53450,40304,89865
44710,43871,92440
65539,94011,91744
32963,16236,57180
10338,98743,60800
15760,26250,79907
78913,75314,55355
20022,32719,81416
25052,77358,12866
33929,91985,54492
39143,45792,53636
85631,58779,21433
76460,54706,72301
31644,84094,80811
15131,66477,6586
39198,24358,98080
78671,21172,64621
74059,64673,64047
36847,20170,48445
28269,15293,73742
63338,41610,61690
9753,67767,46995
14786,69767,97311
43280,28513,85156
99849,98378,47122
52993,18423,94945
53670,51377,82478
3997,26825,26778
70602,90729,77962
17902,60174,95249
43071,45873,86439
81676,3212,40364
3719,66145,62893
69586,69288,68815
68373,44535,52032
44205,70259,10515
57833,16960,30194
88990,31289,85275
53415,94160,91172
83053,88667,34877
81230,37686,2558
58192,49395,8446
86833,37271,3633
76428,59432,12355
76026,26124,51078
86783,68560,99559
99214,55999,98599
64221,67874,65603
46995,22154,10645
49176,83935,47598
81091,33158,88411
45154,206,99489
99454,61666,98707
47087,45009,76872
17252,28821,95827
45241,92409,16622
44005,6746,82870
70724,91689,85108
44681,65158,75937
956,25176,59456
27666,53262,90000
68716,84471,66256
7068,52103,18483
49566,1178,65656
30909,76328,56894
61104,74889,92123
55532,29545,76916
97691,3896,34116
30112,42269,84639
83238,69629,42308
54411,56220,56260
55133,79631,60053
34340,23313,28136
21464,5185,4301
29019,65546,29
60237,79431,68166
89365,52521,96362
43988,51848,52124
2565,12072,88969
35115,52769,20287
75156,50223,49524
10626,896,32301
53890,5404,7823
17819,93217,24224
81077,73538,69323
77893,4138,57977
23825,49558,32426
97589,90501,38781
56629,45384,12305
87216,62964,320
71203,89815,33814
41705,36558,52648
65283,78085,8142
95166,23612,83217
91695,35838,65864
53557,26897,92283
69404,8549,98461
62334,49547,52733
23180,3529,12245
40392,72988,53697
54788,7587,5105
1775,75402,28208
83545,87095,35816
762,14438,42781
14664,1966,29735
51078,90635,28758
24811,71067,61114
14160,8459,32934
85570,86937,4973
36649,43484,55754
36457,82927,3840
37292,75059,68077
50734,29765,77495
6057,90414,24104
17690,97226,76221
56612,21428,66200
17646,33985,92205
23354,15227,55701
1846,66604,3373
40148,77736,26744
64113,61753,69978
80660,8774,53944
87368,14646,97920
78310,1784,87481
11336,49969,57476
256,50733,96491
75607,38085,5692
31995,28938,31145
54684,74828,4793
5420,64458,80324
73666,49979,56304
41605,16221,79044
8487,21361,40046
10361,3080,79144
80833,76652,89756
56099,86316,70988
1211,49728,54123
75112,13835,46883
74781,76438,27241
58675,34865,73868
4118,86838,94531
214,57773,22711
5104,92243,49186
79682,11840,66690
46239,19812,61569
47738,82925,20890
61379,22874,7521
41680,13470,11276
56649,71586,94922
88067,39344,33214
40986,67906,93300
35777,65900,8370
35959,26586,73694
62890,2438,53023
26526,73966,91485
66540,80680,17346
63703,43164,25303
1261,43561,56258
23942,9069,66009
90048,95833,16941
67672,18802,6876
35754,33660,73265
92252,32342,11109
73561,70675,54566
97135,21912,57586
98722,67315,59941
60758,78110,91332
34917,36942,80523
20187,90915,66620
76241,77018,15204
21049,12464,19528
55447,20463,78737
29938,20038,52979
46890,79539,56458
12079,62013,3491
92388,87003,29816
20288,95183,3526
8822,84842,38605
35152,41382,30771
92665,61697,20803
14260,51967,35554
573,42177,99172
41145,57017,94244
73026,13070,99799
65515,4358,83811
36608,42777,1341
24485,97191,35020
69822,68020,42638
79403,15548,60304
76519,54094,95908
96305,88220,73870
51180,97709,80116
56184,35531,72515
25658,98884,61479
83804,78081,70566
42965,25613,21403
90347,39128,35793
7073,66541,30739
19616,30016,2113
46525,80584,47300
97332,57443,67877
53269,66423,720
85525,80678,74297
14349,42413,62915
14475,55837,68406
14745,60682,371
78380,11739,54463
11311,55211,75589
48086,20739,90436
1195,53368,57285
84262,91171,58825
10685,21362,35341
61747,99182,38258
60338,4700,60229
53621,31885,51680
52839,74515,82157
26951,37898,31712
46784,98594,87831
92022,81733,74758
80733,84960,7562
66568,83358,78454
92166,60840,17504
84357,12210,89914
3658,50102,58892
81597,38365,78783
74400,27781,93008
84435,49823,84799
25174,50329,90972
25491,32695,93538
8010,81037,77749
39367,97982,72986
74369,97787,2045
37422,89365,72405
75781,62002,39551
20462,52216,59596
29726,6330,59119
20704,59216,11307
38409,78564,98692
86627,25487,17894
28832,65719,42840
78449,55599,80009
55562,28920,27857
8139,41320,98212
955,32646,59092
41956,29402,90325
6431,13173,81413
97933,89859,83046
83821,97904,32326
12401,93820,70540
96425,94366,40636
19368,601,61757
64725,99789,68772
55685,14367,88139
59869,6561,90536
50866,28637,26565
62641,5095,53124
94967,46990,7079
40581,57245,83444
84248,86018,6075
1409,35547,91308
61851,60971,48690
18524,50225,92379
81903,81383,60143
49884,86571,83483
72166,87813,21972
25258,45642,66823
11831,48205,74212
64334,59828,86410
46372,61600,28892
60911,99599,4624
12977,91961,43325
74822,37522,64165
25339,4447,9087
32078,78120,51481
32025,78777,30882
19379,85726,1645
54825,59486,22375
25945,24658,90350
86223,15468,53388
3262,49081,47434
2128,70341,66249
30874,96608,52897
24713,68862,43439
655,60078,35742
52170,32366,4225
38211,14280,29235
46959,7878,10517
64324,17105,65459
27718,84798,51941
38230,45973,99247
88568,66812,28783
23373,25987,13244
64204,67519,97803
13818,96955,25964
73788,96849,8469
34877,3039,95518
43664,25734,24401
29827,80302,91268
28345,27165,33331
17734,63880,23743
77570,29708,64716
29131,23731,23224
39002,69143,18257
57555,81165,66980
52516,48670,79217
43568,93987,45731
66050,59953,79854
21248,41342,92399
69338,79516,93101
69791,4462,65106
83424,17014,65664
35620,73947,13473
47612,38956,48975
84063,19861,4914
39847,72301,44112
39707,90823,56793
73535,9158,20827
21632,41005,56536
14034,2776,89352
34670,67310,18038
26940,75342,8255
17276,48962,74856
81393,78671,58313
87234,88598,92888
37689,13778,80980
7874,4289,70427
90621,70421,30841
83042,35740,12455
84240,91316,90868
52350,2027,38235
68032,73776,18769
36859,12152,69884
32851,59866,3995
51714,33276,92377
95999,27447,3814
96197,4994,96906
81965,2104,97140
64320,93583,45837
26939,87849,70706
75122,57216,37167
45902,17288,7006
24690,8176,37355
13503,57756,10086
94489,41103,67302
52862,89442,44397
26745,95252,40398
85926,30733,48639
60007,68694,2549
40611,28448,20693
21259,58647,57785
9173,38394,61656
93469,30724,11436
19658,91002,90240
18749,83964,22114
86183,93588,4866
81879,28118,56146
86327,13900,73712
93654,58873,93315
10691,88595,27642
21347,62092,31445
78862,57194,98095
74866,97651,84742
42368,82121,1772
37390,75450,47720
69151,4351,51657
15438,38438,51945
59905,25283,57337
97509,35084,39269
71729,77541,23415
50255,3293,16570
43082,24294,29635
85901,70470,38181
45755,97530,72108
8840,18810,55424
98839,87955,30526
23626,80445,94035
13552,95118,736
6963,81774,40595
54944,42715,5303
607,85449,32229
54670,79685,2244
31844,61975,15693
29460,30669,35595
62772,56572,40853
73043,85782,59511
97635,93780,50048
95607,13706,91662
60704,11640,38208
64361,26799,99209
3929,76547,93026
43234,71163,96388
7187,90174,83953
96995,66116,45480
63795,32294,37050
37130,95048,45932
94730,89720,23480
3252,76634,88850
56825,15523,14431
53011,94315,50339
38395,62009,8385
58250,14711,62883
91889,32809,14405
57923,55625,6512
16442,11294,2122
61746,69222,64790
70930,62923,45415
89644,2233,95821
79386,62918,96529
21085,72747,41908
55858,54531,61642
72015,52375,24035
7540,18516,8119
5949,20764,80934
66900,46291,79288
70611,38722,11051
62263,12472,26945
68431,7586,18468
62335,12698,5663
77012,63825,43531
676,44856,31223
37024,50196,50805
37343,71103,47113
36908,15354,60310
32195,44707,53675
81452,96807,80889
65231,62821,37368
13741,69675,29717
30030,44804,69326
52779,40359,97091
15620,71051,69615
27653,37555,22122
34646,26768,31073
59033,43142,17720
42488,13707,98847
28241,89477,81615
28133,59474,67671
5645,81106,81842
86954,36094,82336
6066,89564,55519
35993,150,5218
64048,9124,66425
2071,91516,4427
49466,39616,71571
13372,38830,8984
96232,37899,20804
34518,66814,48154
44638,67527,44307
12687,99717,54612
61424,46613,68091
38113,50680,48128
55498,49112,44882
86074,48337,19501
57692,56245,91516
84628,67322,99932
31473,22930,31962
83987,65852,93297
90321,27193,33600
92025,21018,14086
81646,83835,15452
78150,54496,87561
51971,68554,61725
35447,85941,49083
875,29956,41272
64924,26856,74278
69986,7373,43743
63603,40976,18747
13684,83714,29726
39976,88291,81239
71821,79588,16456
70101,18306,28671
25955,35189,53707
59931,24077,44847
71422,63987,81896
69196,6243,51473
55159,37309,90132
24563,99503,58276
13703,39256,50110
29936,11482,90259
29728,43529,92751
55432,86425,96284
27660,84380,53548
25572,42812,15103
54793,26637,19143
89459,85901,9082
88231,98859,36835
41881,30009,49749
71964,73262,9265
35957,54875,82126
4397,64086,61918
12869,99261,65763
60660,60735,59001
18342,77165,18593
89317,59361,50372
70161,7822,38039
15201,68757,6943
36613,90412,68269
85038,32464,41532
91827,81621,42861
74193,71111,26727
53257,25190,77460
73453,84989,75663
23575,74661,66967
64237,40185,47644
26800,27146,39564
31688,70637,65492
50990,98944,21804
49992,27712,22397
94826,91076,53766
79223,5319,64615
17999,70149,9686
19928,55900,75102
86401,45674,69995
92298,52743,28048
29157,39919,11568
90471,55320,59455
8880,41098,18191
41312,22585,6252
25714,26006,19912
79700,73107,65240
43940,60189,75739
54207,71338,20039
76056,86586,43202
22388,80724,32067
1909,1113,11920
38687,35320,85872
27580,65745,38732
1910,53176,96397
50619,37669,58491
96386,34744,11776
11534,64070,72798
23668,94036,25253
79080,92737,2043
69994,26596,27644
14946,55432,6229
95032,95632,6680
52261,57553,7572
21058,45338,72777
24332,99192,97996
48853,14918,5649
53962,80517,1119
76305,17665,45684
27604,16825,78958
77490,23308,97646
2195,14117,1543
97708,51686,5449
18136,42304,29862
62086,22996,53588
86109,58269,92923
65152,9276,27904
11404,2525,34541
94398,26746,20823
43966,94985,4003
5359,68670,82678
30543,86049,20128
27697,36083,64500
21887,31232,42794
85858,68450,82796
70183,49589,35853
63544,77099,76331
52209,53893,65903
15455,8671,5220
94330,9150,12576
58854,27517,46556
32493,82435,13791
8008,13194,69090
98935,26816,30785
16109,27727,99582
66107,27404,92178
26207,67847,84938
2549,70997,53269
40058,62626,50748
10808,96340,52987
89519,61205,80145
96923,25509,21770
45467,80722,39490
92381,99265,8762
69029,34980,24588
33987,97772,71960
73988,92912,1340
22983,15902,61752
82985,82738,35091
75032,459,77002
84492,37279,54349
45677,30546,38424
18145,16643,89579
75789,18565,60837
96630,54461,73157
43334,81922,63575
69617,64685,10371
21855,12387,38562
39623,31374,88540
72036,35091,91140
39290,57422,6014
41563,47988,27316
7881,82349,89440
99967,87635,18219
33840,48625,64531
18862,43088,40915
8573,86866,11361
10281,79710,66840
88287,34988,64770
18219,34826,15551
49337,19925,54497
45164,52092,21621
68592,25262,13872
45748,12032,197
25259,47537,21988
71763,39841,60861
88095,18550,70843
47077,80688,75233
18478,57887,33271
57425,25272,84873
22327,86056,20220
32510,5570,3721
50913,12520,67620
80128,59252,12109
34139,30280,37219
75114,3289,86552
29931,25604,2640
27304,44953,79068
91505,3925,39976
87355,58692,59379
36516,98793,44872
98550,7648,40472
12837,16326,78491
25260,6096,16705
2761,52472,77936
8064,49943,25531
55975,34770,65747
87953,57,95464
5185,38794,85471
42514,22493,89029
60879,54821,91426
51454,85093,67274
4061,29966,87595
30337,50780,48500
90380,2968,37583
40883,72370,99258
73391,77738,89557
57262,45847,34419
33691,41605,52621
11235,19817,1686
79310,94510,62786
67217,89379,71060
85427,20422,62065
19097,33458,23211
49841,9850,74483
21010,28271,87355
78763,73933,98211
93281,8268,25010
250,27665,25330
9059,4561,6216
44875,44405,38951
74253,11135,6389
90552,57414,82151
16834,37845,47462
17724,97829,40425
98659,12981,5262
45064,89285,17785
88426,53153,50545
28460,17451,75756
63107,70853,22441
75426,80020,27395
69744,48305,21983
87413,39584,78254
86104,46292,75353
74571,81599,25131
10011,67813,95624
81715,29739,22928
57147,89979,60097
43566,67661,61346
93528,55953,30097
76452,5962,95492
26031,41035,44258
48904,26246,58248
88274,49214,66360
75845,50285,41506
64727,35368,77934
91711,28868,27222
70149,53615,98105
98527,21339,9242
61776,87230,11490
71735,16137,68312
68844,28456,66558
51840,6812,23872
9629,71696,64912
69487,81381,50319
49145,5712,28224
51979,21987,31947
43637,25429,80655
83660,29431,7697
64058,45525,98901
63545,57912,35861
522,43498,84620
54847,57163,44421
97018,59556,36699
34473,6323,45235
28213,76061,52419
83341,4144,41912
35225,50728,29410
12345,49126,94732
39438,78967,80348
67718,6111,16329
16235,25700,29580
58407,91126,50927
77713,29983,1139
40337,66576,11552
31474,96828,90551
42381,20973,56239
26860,18438,54190
77232,94676,28218
23655,85824,12635
29547,79477,78672
79706,76636,23267
69724,99577,84324
21384,50024,19009
47238,21389,95505
67897,3097,40412
76702,60828,83001
10780,13572,73702
14398,35584,12807
69410,44365,69813
7580,60798,37256
84428,69598,67184
61985,55884,79109
18144,93771,1519
3724,25980,2466
18196,30640,80658
95942,37817,25546
45845,42305,53398
13149,37261,5202
42503,90032,90355
12286,93764,78815
7382,98654,50716
50294,77261,61600
63065,26069,66318
49280,37391,78807
64308,20060,66411
82849,80307,89774
77624,57877,33721
5558,6238,37527
86158,51643,87045
25823,26219,45043
4994,18872,29029
86574,14560,51797
28058,68492,9361
97088,12648,46094
41386,78098,25189
61132,5573,84728
58231,2158,89404
30904,93066,91558
14296,8014,9655
71545,40018,66385
48026,68821,89830
84251,79019,75306
82982,36221,29058
69500,82105,96733
53585,13369,21634
21148,93344,6619
68447,76897,84279
31609,75771,73191
40345,5470,45223
71606,96723,91093
82424,1983,51355
85482,98375,70680
51850,68460,90497
69599,96333,52796
2664,92698,48823
42473,27897,26682
19819,5356,91060
8296,42675,28576
52791,85960,24306
14793,37356,20926
82077,10914,82422
2913,27502,85286
3417,8270,24685
35628,22513,93168
81538,74435,20382
89444,2361,75271
50430,36987,44707
15894,3187,36038
155,61413,86623
71780,87422,1134
58430,92941,96320
50985,65312,23906
89140,33951,17928
71746,46020,61622
27502,15306,58568
77609,33151,57390
97122,5847,66940
80229,98587,20330
49851,67205,66968
86961,97994,28537
31475,1668,65197
73204,9859,36746
39615,95337,22919
70427,93017,48877
86430,25524,88444
82918,12333,36220
16124,51208,37619
65236,78372,20611
15641,58420,87286
71878,4958,34134
96643,35605,4285
37869,22555,23643
554,31617,78949
75948,29511,84690
67952,36632,54970
71011,75951,87910
6291,88802,66961
60502,15631,41538
7536,67014,90658
77890,89905,21273
45659,46939,60108
96840,80380,35213
22150,29734,10139
84897,78566,96968
28913,51344,22280
3357,60935,20009
54680,25143,47364
29769,90265,60087
98461,6524,67433
19712,63182,95307
4692,64273,23394
17978,26421,23132
67632,5626,50060
83573,67893,51035
58618,32190,10686
57381,67658,28498
26195,56022,64814
17545,82579,36579
89089,95977,96515
6293,73172,45166
76381,87018,86072
8838,23258,73070
69467,76392,54383
22374,87331,18216
67774,31209,75043
11640,66050,73495
402,80618,15415
68456,36646,45552
17717,89119,54436
3321,61489,11508
97951,39853,85638
70696,44892,92155
53168,93924,25307
35613,44486,37841
63085,13110,58202
43435,23491,35290
94375,93903,81335
10300,87781,98110
40189,80432,78416
92183,80096,10555
84086,44712,97375
49619,33045,51042
66553,27061,78067
49422,87004,51542
26355,54013,4822
65889,21667,95581
12274,93034,17899
69666,95085,2675
90830,64090,77668
99109,8812,61340
59549,47126,65985
60743,30963,12575
37348,91741,90688
81842,61460,51002
92176,17455,24516
31323,27414,73241
43503,51276,63775
79333,15516,1813
61177,20762,38331
84294,69252,37444
81382,42793,91177
4566,61996,67144
54816,56986,56501
95518,32482,93968
51228,8660,22112
19141,77338,54954
93267,76370,9767
99091,88796,65134
39909,93856,51943
52031,6971,30802
17085,14121,43872
55228,33447,13801
51969,97897,64596
76510,77566,58179
34677,45476,5247
73126,37687,19608
12679,77569,39512
43687,28537,32032
96544,59582,4714
58429,60121,52644
6330,24074,51098
27521,93696,13356
78522,26624,84520
48876,73216,32921
64615,82244,5955
41496,15554,38282
86330,56132,9543
18275,15237,97278
67501,8185,27700
87905,92551,48974
62122,24125,49911
37380,78511,65980
71328,58318,5045
35391,73350,61143
94753,36941,76097
32874,71506,18727
46155,81468,82156
34366,30655,75819
8319,24554,57562
98353,30973,8337
56141,48959,36719
65049,40,18902
87807,69410,27191
26959,85322,40918
568,12719,81398
54578,48776,52931
61560,49069,80123
71126,76836,44133
57930,82814,73944
37263,60914,2643
29082,12509,71258
27225,60573,97790
74055,66753,14271
21610,80537,62213
79890,78636,78016
27817,34369,26927
56749,98435,32228
14351,97359,31603
50341,49155,30235
19708,6810,17194
63224,77797,37823
56364,10076,63132
94927,46982,16891
16660,85705,38129
28673,55828,76513
37179,590,49395
36433,27542,11062
13840,38339,86110
78754,21533,64141
34712,14616,14190
41086,22693,96538
59407,6646,49653
44639,13037,36073
26019,67581,63643
50649,65213,46776
30529,18794,52304
76879,63937,37447
13700,98489,52946
81228,13725,4838
3438,4276,67321
61784,56769,79473
73618,2965,92768
82384,42192,47125
53319,17998,87590
42478,92879,67188
89637,3833,91049
9208,71207,78769
11206,72974,88175
70988,63749,55583
95692,13913,61790
45772,61627,91616
58846,78454,69672
37492,32775,11668
2328,75632,98892
49399,65130,55100
84475,13233,3501
49023,68264,74132
53448,67042,32293
58126,40164,81442
95392,81604,11787
5657,29518,15954
74036,78633,63744
85585,94935,86288
55385,75702,24415
55476,58819,79371
78238,88749,62621
91803,34534,92913
58620,300,42592
19951,60210,66232
53175,52077,70820
54261,69304,19096
53616,16263,11977
89285,56593,16289
52917,57399,36525
16036,219,81418
90124,96532,98885
1936,12563,76025
36902,1,73537
91839,44106,86925
2340,13309,55656
14028,50990,52943
28174,69161,28411
91159,28506,1138
70051,65855,8020
53523,46789,68686
47304,30072,32847
75131,90754,6945
83904,63995,37236
34903,99506,83165
53440,33218,2521
62241,4626,35503
84986,4121,64860
97405,68572,83270
74933,19450,90655
91728,53777,14099
53803,73442,12761
70545,35428,37485
51270,32407,16746
69690,90584,18656
65269,92390,17423
39569,70223,22791
82650,3387,30873
99950,90299,70553
76343,76592,87402
3176,95637,9814
4528,22888,19426
65597,80766,32292
63808,21760,89955
89985,67510,43039
34175,30220,24842
36393,28896,28158
55736,7019,37621
93809,98613,45336
62963,29803,58917
91520,2837,37976
77445,23687,80674
74043,11759,39629
25328,43011,5171
87964,87953,60280
68702,55122,81840
62773,46795,3885
